City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,amga,60.8953,131.9608,-6.529999999999973,92,89,2.68,RU,1697720915
316,howrah,22.5892,88.3103,28.149999999999977,69,20,2.06,IN,1697720915
317,tulun,54.5611,100.5792,3.8500000000000227,92,50,2.51,RU,1697720915
318,cascais,38.6979,-9.4215,19.620000000000005,98,75,15.2,PT,1697720915
319,daru,-9.0763,143.2092,25.329999999999984,90,78,7.08,PG,1697720915
320,arno,60.1167,18.6333,3.3600000000000136,64,65,6.95,SE,1697720915
321,langsa,4.4683,97.9683,24.80000000000001,93,67,0.97,ID,1697720916
322,dwarka,22.2394,68.9678,28.79000000000002,65,0,5.42,IN,1697720916
323,tela,15.7833,-87.45,21.120000000000005,100,75,1.03,HN,1697720916
324,hasaki,35.7333,140.8333,19.370000000000005,69,100,7.33,JP,1697720851
325,lebu,-37.6167,-73.65,12.550000000000011,79,93,4.39,CL,1697720620
326,agnita,45.9667,24.6167,17.99000000000001,37,67,1.78,RO,1697720916
327,llerena,38.2354,-6.0739,18.720000000000027,91,100,13.86,ES,1697720916
